,id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minDHW,minTHW,minTTC,min_xVelocity,max_xVelocity,mean_xVelocity,min_yVelocity,max_yVelocity,mean_yVelocity,min_xAcceleration,max_xAcceleration,mean_xAcceleration,min_yAcceleration,max_yAcceleration,mean_yAcceleration,min_frontSightDistance,max_frontSightDistance,min_backSightDistance,max_backSightDistance,min_precedingXVelocity,max_precedingXVelocity,mean_laneId,numLaneChanges
1991,1992,4.55,1.82,22975,23331,357,1,1,409.97,24.23,0.78,-1.0,-31.96,-26.29,-28.8,-0.22,0.28,0.04,0.21,0.75,0.4,-0.15,0.19,0.01,-2.02,406.97,4.65,413.64,-33.41,0.0,3.0,0
1992,1993,4.55,1.92,22979,23268,290,1,1,410.5,21.41,0.6,9.36,-35.93,-35.2,-35.53,-0.12,0.21,0.07,-0.09,0.41,0.06,-0.09,0.13,-0.0,-2.02,407.47,4.14,413.64,-35.05,0.0,4.0,0
1993,1994,6.67,2.32,22992,23289,298,1,2,411.09,80.2,2.5,-1.0,32.08,36.69,34.61,-0.14,0.13,0.02,0.22,0.67,0.39,-0.07,0.12,-0.01,-3.39,406.31,5.31,415.0,0.0,40.24,7.0,0
1994,1995,4.85,1.92,23029,23321,293,1,1,409.54,63.02,1.76,70.81,-36.36,-33.39,-35.08,-0.11,0.17,0.04,-0.04,0.35,0.25,-0.11,0.07,0.01,-1.72,406.72,4.9,413.34,-35.64,0.0,4.0,0
1995,1996,16.17,2.5,23040,23458,419,0,1,408.32,49.37,2.11,72.07,-26.06,-23.06,-24.42,-0.06,0.11,0.0,-0.2,0.3,0.17,-0.06,0.04,-0.0,-8.49,400.8,10.81,420.11,-25.59,0.0,2.0,0
1996,1997,4.65,1.92,23043,23352,310,1,2,409.05,43.85,1.4,-1.0,30.95,35.79,33.11,-0.09,0.72,0.18,0.21,0.55,0.39,-0.27,0.05,-0.06,-1.52,406.36,5.26,413.13,0.0,37.75,6.9,1
1997,1998,8.39,2.5,23046,23448,403,0,2,408.69,80.1,3.38,-1.0,23.68,27.61,25.43,-0.1,0.13,-0.02,0.16,0.36,0.24,-0.06,0.02,-0.01,-4.5,405.4,6.22,416.11,0.0,27.37,8.0,0
1998,1999,15.26,2.5,23055,23461,407,0,1,408.14,83.38,3.08,-1.0,-27.08,-23.46,-25.14,-0.17,0.24,0.04,0.15,0.28,0.22,-0.01,0.08,0.02,-7.88,400.85,10.76,419.5,-30.39,0.0,3.0,0
1999,2000,4.95,2.02,23059,23280,222,1,2,340.79,188.64,4.92,-1.0,37.16,40.64,38.54,-0.22,0.04,-0.07,-0.16,1.2,0.4,-0.1,0.11,-0.01,-1.41,337.74,73.87,413.03,0.0,39.28,6.0,0
2000,2001,4.85,1.82,23064,23352,289,1,2,410.9,22.1,0.67,15.78,32.53,38.4,35.69,-0.17,0.13,-0.02,0.04,0.81,0.51,-0.05,0.09,0.02,-2.17,407.42,4.19,413.79,0.0,40.64,6.0,0
2001,2002,5.15,2.12,23074,23366,293,1,1,407.7,55.83,1.62,102.49,-36.21,-33.54,-34.93,-0.1,0.17,0.02,-0.16,0.5,0.21,-0.07,0.07,-0.0,-1.41,405.2,6.42,413.03,-36.3,0.0,4.0,0
2002,2003,4.55,1.92,23079,23483,405,1,1,409.98,16.46,0.69,25.72,-26.79,-23.72,-25.38,-0.07,0.11,0.03,0.02,0.41,0.19,-0.07,0.06,-0.01,-1.87,407.17,4.45,413.49,-26.9,0.0,3.0,0
2003,2004,11.12,2.5,23082,23485,404,0,2,408.22,24.32,1.0,-1.0,23.5,27.38,25.33,-0.12,0.94,0.24,0.18,0.28,0.24,-0.37,0.28,-0.01,-5.56,403.99,7.63,417.18,0.0,32.28,7.8,1
2004,2005,3.94,1.72,23094,23459,366,1,2,411.94,9.26,0.38,17.1,23.45,33.94,28.23,-0.31,0.26,-0.04,0.21,0.85,0.72,-0.23,0.14,0.01,-1.97,408.69,2.93,413.59,0.0,35.79,7.0,0
2005,2006,4.75,2.02,23094,23489,396,1,1,404.43,8.88,0.33,3.1,-27.03,-24.6,-25.61,-0.11,1.52,0.18,-0.92,0.49,-0.01,-0.12,0.53,0.09,3.08,407.83,3.79,408.54,-30.91,0.0,3.03,1
2006,2007,4.24,1.92,23099,23416,318,1,1,409.53,33.46,1.03,-1.0,-32.51,-31.95,-32.32,-0.08,0.1,0.0,-0.12,0.18,0.02,-0.05,0.05,0.0,-1.31,407.37,4.24,412.93,-36.13,0.0,4.0,0
2007,2008,3.84,1.92,23104,23519,416,1,1,410.74,52.0,2.22,47.47,-26.56,-22.64,-24.75,-0.1,0.18,0.03,0.01,0.3,0.24,-0.06,0.05,-0.01,-1.77,408.38,3.23,413.39,-25.75,0.0,2.0,0
2008,2009,4.75,1.82,23106,23414,309,1,2,411.45,51.58,1.69,-1.0,30.54,36.03,33.42,-0.11,0.09,-0.02,0.31,0.6,0.45,-0.05,0.05,-0.0,-1.62,408.54,3.08,413.23,0.0,38.4,6.0,0
2009,2010,17.38,2.5,23107,23557,451,0,2,408.38,12.57,0.58,-1.0,21.15,24.51,22.7,-0.27,0.1,-0.02,0.06,0.24,0.19,-0.04,0.09,0.01,-9.3,400.85,10.76,420.91,0.0,27.38,8.0,0
2010,2011,5.15,1.92,23122,23441,320,1,1,401.96,23.37,0.73,-1.0,-32.01,-31.18,-31.52,-0.08,0.26,0.05,-0.07,0.2,0.07,-0.03,0.11,0.02,3.79,406.06,5.56,407.83,-32.51,0.0,4.0,0
2011,2012,4.75,1.92,23125,23545,421,1,1,409.85,16.52,0.63,67.68,-26.26,-22.76,-24.41,-0.15,0.17,0.01,-0.04,0.42,0.21,-0.07,0.09,0.01,-2.17,407.02,4.6,413.79,-26.55,0.0,2.0,0
2012,2013,4.55,1.82,23135,23444,310,1,2,403.98,30.07,1.04,-1.0,28.86,36.78,32.7,-0.1,0.29,0.01,0.53,0.8,0.64,-0.07,0.13,0.03,3.64,407.83,3.79,407.98,0.0,36.03,6.0,0
2013,2014,12.63,2.5,23150,23575,426,0,2,410.62,38.89,1.73,-1.0,22.43,26.1,24.16,-0.17,0.17,-0.0,0.13,0.3,0.22,-0.07,0.1,-0.0,-7.48,403.73,7.88,419.1,0.0,33.94,7.0,0
2014,2015,5.36,2.12,23153,23470,318,1,2,410.9,15.53,0.53,1019.92,29.28,35.92,32.43,-0.14,0.07,-0.02,0.19,0.77,0.52,-0.06,0.09,0.01,-2.07,407.63,3.99,413.69,0.0,36.78,6.0,0
2015,2016,5.05,2.02,23155,23477,323,1,1,410.48,30.64,0.96,27.06,-32.77,-30.86,-31.88,-0.05,0.2,0.03,-0.14,0.41,0.13,-0.05,0.09,0.01,-2.53,406.92,4.7,414.14,-31.78,0.0,4.0,0
2016,2017,3.74,1.72,23168,23593,426,1,2,411.33,13.84,0.57,55.98,22.85,26.14,24.2,-0.22,0.23,-0.02,-0.02,0.39,0.19,-0.05,0.09,0.02,-1.57,408.74,2.88,413.18,0.0,26.1,7.0,0
2017,2018,17.18,2.5,23170,23626,457,0,2,408.82,36.51,1.76,-1.0,20.68,24.29,22.42,-0.18,0.14,-0.04,0.03,0.29,0.2,-0.05,0.09,0.02,-9.65,401.11,10.51,421.27,0.0,24.51,8.0,0
2018,2019,4.45,1.82,23173,23491,319,1,2,411.56,19.33,0.65,414.43,28.77,35.45,32.37,-0.11,0.09,-0.02,0.27,0.84,0.53,-0.07,0.06,-0.0,-1.92,408.54,3.08,413.54,0.0,35.92,6.0,0
2019,2020,8.69,2.83,23194,23621,428,1,1,408.48,58.83,2.35,83.32,-26.22,-22.33,-23.92,-0.16,0.1,-0.0,0.04,0.44,0.23,-0.08,0.06,0.01,-4.04,403.99,7.63,415.66,-25.82,0.0,2.0,0
2020,2021,4.95,1.92,23199,23530,332,1,2,402.58,24.82,0.93,-1.0,26.5,34.71,30.43,-0.14,0.9,0.1,0.29,0.73,0.62,-0.04,0.3,0.07,5.1,407.93,3.69,406.51,0.0,35.45,6.0,0
2021,2022,3.84,1.82,23206,23615,410,1,2,410.46,17.42,0.69,11.12,24.69,26.14,25.1,-0.14,0.06,-0.01,-0.12,0.42,0.06,-0.05,0.06,0.0,-1.92,407.68,3.94,413.54,0.0,26.14,7.0,0
2022,2023,17.38,2.5,23221,23604,384,0,1,387.56,105.28,4.14,92.57,-27.1,-23.55,-25.31,-0.24,0.17,0.07,0.08,0.45,0.23,-0.24,0.03,-0.02,10.26,399.94,11.67,401.36,-26.56,0.0,3.0,0
2023,2024,5.26,1.92,23224,23543,320,1,1,410.61,56.43,1.79,11.99,-33.92,-31.35,-32.19,-0.15,0.13,0.01,-0.09,0.45,0.19,-0.07,0.07,0.01,-1.72,407.78,3.84,413.34,-32.77,0.0,4.0,0
2024,2025,17.28,2.5,23226,23672,447,0,2,408.85,26.85,1.13,43.85,21.55,24.76,22.93,-0.18,0.01,-0.03,-0.06,0.27,0.18,-0.03,0.06,0.01,-9.65,400.75,10.86,421.27,0.0,24.29,8.0,0
2025,2026,4.85,1.92,23235,23604,370,1,2,410.97,33.21,1.25,-1.0,26.4,31.24,27.86,-0.25,0.08,-0.06,-0.17,0.92,0.32,-0.11,0.08,-0.0,-1.97,407.78,3.84,413.59,0.0,34.71,6.0,0
2026,2027,6.37,2.22,23244,23639,396,1,2,410.9,18.08,0.7,16.46,25.71,26.41,26.02,-0.13,0.06,-0.03,-0.16,0.26,0.03,-0.06,0.05,-0.0,-3.54,406.26,5.36,415.15,0.0,26.14,7.0,0
2027,2028,4.55,1.72,23253,23622,370,1,2,410.26,9.53,0.35,9.26,26.97,30.76,27.81,-0.12,0.08,-0.02,-0.23,0.85,0.25,-0.06,0.07,0.01,-1.01,408.13,3.49,412.63,0.0,31.24,6.0,0
2028,2029,4.55,1.92,23261,23702,442,1,2,409.85,22.91,0.96,32.36,22.4,24.09,23.24,-0.11,0.08,-0.02,-0.0,0.2,0.1,-0.04,0.05,-0.0,-2.07,407.17,4.45,413.69,0.0,24.76,8.0,0
2029,2030,5.05,1.92,23270,23635,366,1,2,403.41,11.63,0.42,10.18,26.68,30.92,27.64,-0.12,0.16,-0.02,-0.56,1.24,0.19,-0.07,0.09,-0.0,4.14,407.88,3.74,407.47,0.0,30.76,6.0,0
2030,2031,4.85,1.92,23273,23584,312,1,1,410.55,44.72,1.4,17.79,-36.07,-30.83,-33.02,-0.03,0.16,0.04,-0.13,0.75,0.4,-0.07,0.07,0.01,-1.82,407.68,3.94,413.44,-33.11,0.0,4.0,0
2031,2032,7.58,2.32,23284,23607,324,1,1,409.32,12.04,0.36,7.85,-33.01,-30.03,-31.7,-0.01,0.9,0.3,-0.19,0.6,0.18,-0.17,0.09,-0.05,-3.28,405.25,6.37,414.9,-35.53,0.0,3.89,1
2032,2033,11.93,2.5,23295,23700,406,0,1,406.92,63.09,2.62,33.54,-26.88,-23.74,-25.13,-0.17,0.09,0.03,0.03,0.3,0.19,-0.03,0.08,0.01,-6.01,401.46,10.16,417.63,-25.01,0.0,2.0,0
2033,2034,4.55,1.82,23296,23663,368,1,2,410.95,23.79,0.83,8.25,26.2,29.35,28.0,-0.12,0.04,-0.05,-0.66,0.36,0.12,-0.03,0.04,0.0,-1.47,408.54,3.08,413.08,0.0,26.41,7.0,0
2034,2035,5.36,1.92,23306,23674,369,1,2,411.67,27.28,0.99,25.01,27.38,29.31,27.98,-0.17,0.09,-0.02,-0.3,0.69,0.1,-0.06,0.05,0.01,-2.17,408.28,3.33,413.79,0.0,30.92,6.0,0
2035,2036,4.14,1.92,23320,23703,384,1,2,411.52,20.96,0.81,-1.0,25.75,28.04,26.87,-0.12,0.12,-0.04,0.09,0.3,0.15,-0.04,0.08,0.01,-1.92,408.69,2.93,413.54,0.0,29.35,7.0,0
2036,2037,4.65,1.92,23338,23696,359,1,2,410.75,19.04,0.67,18.36,28.04,29.35,28.69,-0.14,0.19,0.02,-0.14,-0.0,-0.09,-0.1,0.11,0.0,-2.22,407.68,3.94,413.84,0.0,29.31,6.0,0
2037,2038,17.48,2.5,23362,23774,413,0,2,410.57,55.23,2.17,40.11,24.22,25.75,24.92,-0.1,0.08,-0.01,-0.04,0.2,0.09,-0.05,0.05,-0.01,-9.75,401.46,10.16,421.37,0.0,24.09,8.0,0
2038,2039,4.85,1.92,23365,23718,354,1,2,411.07,18.85,0.66,16.27,27.79,30.04,29.12,-0.09,0.08,-0.02,-0.46,0.51,-0.06,-0.04,0.05,0.0,-2.68,407.57,4.04,414.3,0.0,29.33,6.0,0
2039,2040,4.65,1.92,23382,23753,372,1,2,410.93,54.18,1.86,49.3,25.66,29.56,27.7,-0.22,0.26,-0.04,0.21,0.36,0.26,-0.15,0.18,-0.01,-2.22,407.98,3.64,413.84,0.0,28.04,7.0,0
2040,2041,17.38,2.5,23384,23787,404,0,1,408.11,65.51,2.68,58.92,-26.65,-23.54,-25.32,-0.17,0.24,0.03,-0.01,0.27,0.19,-0.04,0.09,0.02,-8.94,399.54,12.08,420.56,-26.14,0.0,2.0,0
2041,2042,4.65,1.92,23393,23739,347,1,2,411.68,19.16,0.67,14.14,28.22,30.91,29.75,-0.15,0.09,-0.03,-0.85,0.35,-0.07,-0.11,0.07,-0.01,-2.43,408.33,3.28,414.04,0.0,30.04,6.0,0
2042,2043,4.14,1.82,23413,23763,351,1,2,409.65,18.3,0.61,37.87,26.18,31.27,29.27,-0.12,0.11,0.01,-1.41,0.62,-0.2,-0.05,0.09,0.01,-1.47,407.78,3.84,413.08,0.0,30.91,6.0,0
2043,2044,4.65,1.92,23422,23760,339,1,1,410.31,157.07,5.22,24.1,-32.64,-28.37,-30.36,-0.09,0.15,0.03,0.19,0.44,0.32,-0.04,0.1,0.01,-1.47,407.88,3.74,413.08,-25.13,0.0,3.0,0
2044,2045,5.15,1.92,23427,23650,224,1,1,324.57,51.5,1.53,10.38,-41.64,-32.56,-36.4,-0.2,0.38,0.12,0.5,1.51,1.02,-0.11,0.18,0.02,-2.12,321.22,90.4,413.74,-32.54,0.0,4.0,0
2045,2046,4.65,2.02,23431,23702,272,1,1,402.31,75.33,2.13,26.92,-39.57,-34.55,-37.13,-0.33,0.28,-0.02,0.16,0.68,0.46,-0.1,0.18,0.03,4.19,406.92,4.7,407.42,-41.4,0.0,4.0,0
2046,2047,5.96,2.83,23438,23845,408,0,2,408.67,67.04,2.69,107.36,22.89,27.38,25.11,-0.18,0.1,-0.03,0.19,0.5,0.28,-0.05,0.1,0.01,-3.89,406.06,5.56,415.51,0.0,25.75,8.0,0
2047,2048,4.95,1.92,23442,23801,360,1,2,410.47,26.41,0.89,14.99,24.03,30.94,28.59,-0.18,0.11,-0.03,-2.28,0.38,-0.42,-0.08,0.09,0.0,-2.53,407.57,4.04,414.14,0.0,31.27,6.0,0
2048,2049,4.65,2.02,23462,23871,410,1,2,412.0,18.02,0.71,39.18,23.56,26.55,25.2,-0.09,0.13,-0.01,0.02,0.35,0.18,-0.07,0.04,0.0,-2.63,408.18,3.44,414.24,0.0,27.38,8.0,0
2049,2050,4.85,2.02,23464,23775,312,1,1,410.91,31.29,0.94,10.12,-35.45,-30.97,-33.04,-0.07,0.93,0.33,0.17,0.5,0.36,-0.27,0.3,0.01,-1.97,407.93,3.69,413.59,-36.25,0.0,3.55,1
2050,2051,4.85,1.82,23471,23820,350,1,2,409.36,14.39,0.58,5.4,24.09,31.95,29.32,-0.14,0.01,-0.06,-2.19,0.23,-0.55,-0.05,0.05,-0.01,-1.72,407.32,4.3,413.34,0.0,30.94,6.0,0
2051,2052,8.49,2.5,23478,23878,401,0,1,407.06,81.07,3.3,75.52,-27.35,-23.84,-25.45,-0.12,0.14,0.04,0.11,0.35,0.22,-0.06,0.11,0.01,-4.35,404.54,7.07,415.96,-26.18,0.0,2.0,0
2052,2053,4.55,1.92,23483,23802,320,1,2,411.48,58.46,1.79,18.98,31.75,32.55,32.26,-0.13,0.21,0.02,-0.08,0.25,0.06,-0.1,0.11,0.02,-2.63,407.93,3.69,414.24,0.0,29.56,7.0,0
2053,2054,4.75,2.02,23510,23851,342,1,2,410.67,24.85,0.93,13.12,24.51,34.22,30.11,-0.21,0.14,-0.0,-2.17,0.01,-0.71,-0.13,0.1,-0.0,-2.43,407.83,3.79,414.04,0.0,31.83,6.0,0
2054,2055,5.15,2.12,23518,23804,287,1,1,408.28,31.15,0.99,9.23,-40.4,-30.36,-35.7,-0.03,0.11,0.05,0.27,1.24,0.88,-0.06,0.03,-0.0,-1.67,405.76,5.86,413.28,-38.29,0.0,4.0,0
2055,2056,4.14,1.72,23533,23865,333,1,2,409.41,6.73,0.25,3.14,22.55,35.67,30.83,-0.19,0.1,-0.01,-3.86,0.49,-0.95,-0.03,0.07,0.02,-1.52,407.98,3.64,413.13,0.0,34.1,6.0,0
2056,2057,8.39,2.5,23533,23940,408,0,1,407.78,49.78,1.9,115.56,-26.95,-23.45,-25.05,-0.06,0.17,0.02,-0.04,0.5,0.21,-0.09,0.05,0.0,-3.89,404.85,6.77,415.51,-26.92,0.0,2.0,0
2057,2058,14.05,2.5,23565,23979,415,0,2,409.88,82.73,3.55,-1.0,23.25,26.27,24.77,-0.14,0.05,-0.01,0.05,0.33,0.18,-0.07,0.08,-0.0,-7.88,402.47,9.15,419.5,0.0,26.55,8.0,0
2058,2059,4.95,1.92,23588,23865,278,1,1,408.95,77.04,2.24,19.06,-40.84,-32.78,-36.92,-0.07,0.22,0.02,0.37,0.97,0.73,-0.08,0.11,0.02,-1.52,406.67,4.95,413.13,-39.04,0.0,4.0,0
2059,2060,4.85,1.92,23589,23966,378,1,2,409.31,73.97,2.53,22.93,23.35,30.11,27.15,-0.09,0.06,-0.01,-2.11,0.48,-0.39,-0.04,0.03,-0.0,-1.77,406.77,4.85,413.39,0.0,35.24,6.0,0
2060,2061,10.11,2.5,23594,24005,412,0,2,409.57,15.25,0.59,42.67,23.65,25.7,24.92,-0.18,0.88,0.23,-0.17,0.26,0.13,-0.22,0.29,-0.0,-5.86,404.64,6.97,417.48,0.0,32.55,7.61,1
2061,2062,4.55,1.92,23600,23909,310,1,1,410.93,182.67,5.12,39.01,-35.69,-31.44,-33.26,-0.07,0.22,0.04,0.16,0.51,0.34,-0.03,0.05,0.02,-1.67,408.13,3.49,413.28,-33.2,0.0,3.0,0
2062,2063,4.45,1.82,23611,23882,272,1,1,411.13,18.28,0.52,8.43,-40.83,-34.38,-37.94,-0.18,0.17,-0.04,0.2,0.82,0.6,-0.07,0.12,0.01,-2.07,408.23,3.39,413.69,-40.46,0.0,4.0,0
2063,2064,11.52,2.22,23623,24022,400,1,2,411.41,17.7,0.75,51.64,23.37,27.42,25.79,-0.1,0.13,-0.0,-0.08,0.55,0.25,-0.1,0.05,-0.0,-5.76,405.0,6.62,417.38,0.0,32.53,7.0,0
2064,2065,8.74,2.5,23624,24041,418,0,2,408.67,21.18,0.87,-1.0,23.73,24.93,24.51,-0.25,0.14,-0.02,-0.05,0.23,0.07,-0.15,0.09,-0.01,-4.3,405.65,5.96,415.91,0.0,25.7,8.0,0
2065,2066,4.55,1.82,23639,23980,342,1,1,404.19,43.63,1.63,12.1,-33.51,-26.26,-29.64,-0.22,0.42,0.03,0.27,0.79,0.53,-0.11,0.13,0.02,3.54,408.13,3.49,408.08,-25.65,0.0,2.0,0
2066,2067,4.45,1.82,23645,23985,341,1,2,409.25,15.07,0.57,4.9,25.78,32.11,30.1,-0.3,0.17,-0.03,-1.39,0.31,-0.39,-0.12,0.19,0.01,-2.37,406.46,5.15,413.99,0.0,30.11,6.0,0
2067,2068,4.24,1.82,23654,24068,415,1,2,411.08,23.83,1.01,5729.95,22.81,27.71,24.83,-0.16,0.04,-0.02,-0.31,0.53,0.25,-0.09,0.05,-0.01,-2.43,407.83,3.79,414.04,0.0,27.42,7.0,0
2068,2069,5.05,2.02,23669,23933,265,1,1,410.6,69.53,1.86,23.88,-41.94,-35.49,-38.89,-0.18,0.14,0.02,0.34,0.91,0.61,-0.06,0.11,0.03,-1.82,407.78,3.84,413.44,-39.97,0.0,4.0,0
2069,2070,4.85,1.82,23678,24076,399,1,2,403.29,39.71,1.47,19.9,23.78,27.28,25.34,-0.39,0.09,-0.09,0.05,0.3,0.22,-0.14,0.03,-0.03,4.45,407.93,3.69,407.17,0.0,24.93,8.0,0
2070,2071,4.55,1.82,23683,24096,414,1,2,411.75,18.47,0.78,12.85,23.61,26.9,24.93,-0.1,0.09,-0.01,-0.38,0.65,0.17,-0.08,0.08,0.01,-1.92,408.69,2.93,413.54,0.0,27.71,7.0,0
2071,2072,4.55,1.82,23692,23958,267,1,1,408.6,30.02,0.75,31.51,-41.48,-36.34,-38.42,-0.12,0.17,0.01,0.13,0.9,0.48,-0.11,0.08,0.01,-2.12,405.3,6.32,413.74,-41.52,0.0,4.0,0
2072,2073,4.55,1.82,23692,24027,336,1,2,410.45,43.2,1.51,15.72,28.33,32.19,30.64,-0.18,0.1,-0.03,-1.51,0.35,-0.17,-0.14,0.06,-0.0,-1.87,407.63,3.99,413.49,0.0,32.11,6.0,0
2073,2074,5.05,2.02,23703,24052,350,1,1,410.07,67.04,2.36,47.6,-32.85,-26.38,-29.38,-0.08,0.17,0.01,0.17,0.75,0.46,-0.09,0.04,-0.0,-1.67,407.98,3.64,413.28,-31.86,0.0,2.0,0
2074,2075,4.75,1.92,23712,24000,289,1,1,409.73,120.2,3.49,30.54,-38.59,-34.14,-35.58,-0.18,0.24,0.01,-0.01,0.79,0.38,-0.15,0.12,0.02,-1.16,407.37,4.24,412.78,-33.68,0.0,3.0,0
2075,2076,4.04,1.82,23717,24125,409,1,2,410.03,20.98,0.83,13.83,23.39,25.56,25.14,-0.17,0.08,-0.02,-0.07,0.69,0.13,-0.08,0.05,0.01,-2.27,406.92,4.7,413.89,0.0,26.9,7.0,0
2076,2077,7.28,2.63,23735,24060,326,1,2,407.92,33.17,1.07,12.37,29.71,32.18,31.39,-0.2,0.2,-0.01,-0.9,0.5,-0.07,-0.15,0.12,-0.01,-2.88,404.29,7.33,414.5,0.0,32.19,6.0,0
2077,2078,4.55,2.02,23738,24147,410,1,2,410.73,16.38,0.7,29.69,23.2,25.92,25.12,-0.23,0.17,-0.03,-0.12,0.65,0.14,-0.11,0.07,-0.02,-1.87,407.98,3.64,413.49,0.0,25.56,7.0,0
2078,2079,7.48,2.5,23748,24074,327,0,2,406.95,7.35,0.24,20.91,29.68,32.3,31.22,-0.14,0.11,-0.01,-0.84,0.58,-0.08,-0.09,0.06,-0.0,-3.84,404.29,7.33,415.46,0.0,32.18,6.0,0
2079,2080,4.55,1.92,23759,24168,410,1,2,411.21,15.42,0.67,13.92,22.75,26.76,25.15,-0.14,0.08,-0.04,-0.09,0.56,0.23,-0.06,0.08,-0.0,-2.07,408.59,3.03,413.69,0.0,25.92,7.0,0
2080,2081,4.65,1.82,23770,24104,335,1,2,410.13,25.18,0.85,28.9,29.48,31.07,30.72,-0.1,0.06,-0.01,-0.16,0.57,0.1,-0.06,0.05,0.0,-1.41,407.73,3.89,413.03,0.0,32.3,6.0,0
2081,2082,4.95,1.92,23781,24126,346,1,2,408.92,10.12,0.39,3.75,24.12,31.63,29.65,-1.41,0.12,-0.3,-0.92,1.45,0.4,-0.25,0.53,0.07,-1.97,405.91,5.71,413.59,0.0,31.07,6.11,1
2082,2083,17.28,2.5,23783,24212,430,0,2,409.03,81.74,3.78,-1.0,21.6,26.74,23.85,-0.14,0.08,-0.02,-0.01,0.48,0.3,-0.05,0.05,0.0,-9.15,399.89,11.72,420.76,0.0,27.28,8.0,0
2083,2084,8.49,2.5,23800,24210,411,0,1,397.24,29.84,1.25,-1.0,-25.78,-22.87,-24.23,-0.07,0.24,0.05,0.01,0.27,0.18,-0.07,0.08,0.01,5.76,405.2,6.42,405.86,-32.65,0.0,2.0,0
2084,2085,4.75,2.02,23817,24083,267,1,1,408.26,118.63,3.19,27.17,-40.1,-36.86,-38.39,-0.17,0.27,0.04,-0.02,0.69,0.3,-0.06,0.13,0.04,-1.16,406.16,5.46,412.78,-35.93,0.0,3.0,0
2085,2086,4.24,1.92,23822,24178,357,1,2,404.2,37.93,1.45,-1.0,25.81,31.04,28.39,-0.23,0.11,-0.03,-1.38,0.96,-0.02,-0.16,0.09,-0.01,3.64,408.08,3.54,407.98,0.0,31.63,6.0,0
2086,2087,4.75,1.92,23826,24198,373,1,2,402.44,8.77,0.33,8.54,24.17,29.89,27.06,-0.73,0.11,-0.26,-1.3,0.97,0.18,-0.17,0.24,0.0,4.65,407.37,4.24,406.97,0.0,31.04,6.33,1
2087,2088,4.85,1.92,23838,24140,303,1,1,402.5,29.76,0.82,18.49,-36.12,-29.73,-33.34,-1.46,0.48,-0.32,0.35,0.85,0.53,-0.56,0.56,0.03,4.4,407.22,4.4,407.22,-40.06,0.0,2.67,1
2088,2089,9.8,2.5,23856,24290,435,0,2,410.56,55.01,2.53,-1.0,21.67,26.4,23.66,-0.17,0.16,-0.04,-0.0,0.42,0.27,-0.16,0.08,0.01,-5.86,405.2,6.42,417.48,0.0,26.74,8.0,0
2089,2090,4.55,2.02,23862,24158,297,1,1,401.59,25.78,0.76,24.3,-36.89,-31.72,-33.93,-0.15,0.29,-0.02,0.01,0.91,0.44,-0.08,0.17,0.03,4.3,406.31,5.31,407.32,-37.12,0.0,3.0,0
2090,2091,4.95,2.02,23890,24164,275,1,1,410.13,297.41,7.53,81.19,-40.57,-35.95,-37.44,-0.09,0.15,0.05,0.08,0.85,0.42,-0.08,0.07,0.01,-2.48,406.56,5.05,414.09,-36.8,0.0,4.0,0
2091,2092,4.95,2.02,23893,24197,305,1,1,410.46,35.48,1.04,22.95,-36.97,-32.06,-33.77,-0.08,0.25,0.08,0.03,0.88,0.4,-0.06,0.1,0.02,-2.53,407.17,4.45,414.14,-36.02,0.0,3.0,0
2092,2093,4.24,1.82,23914,24239,326,1,2,410.06,75.53,2.46,15.53,30.59,32.84,31.56,-0.2,0.18,-0.06,0.04,0.26,0.17,-0.16,0.1,0.0,-1.67,407.32,4.3,413.28,0.0,26.76,7.0,0
2093,2094,4.35,1.82,23932,24250,319,1,1,410.39,52.6,1.47,-1.0,-35.73,-30.29,-32.27,-0.03,0.24,0.05,-0.05,0.87,0.42,-0.13,0.06,0.0,-2.22,407.37,4.24,413.84,-36.32,0.0,3.0,0
2094,2095,4.65,1.82,23953,24239,287,1,1,409.08,95.58,2.51,404.41,-38.0,-33.86,-35.77,-0.02,0.15,0.08,0.11,0.64,0.36,-0.03,0.06,0.01,-1.06,406.92,4.7,412.68,-38.73,0.0,4.0,0
2095,2096,5.36,2.12,24003,24305,303,1,1,408.75,61.19,1.96,17.12,-38.37,-29.19,-33.84,-0.05,0.14,0.04,0.16,1.1,0.76,-0.06,0.04,0.0,-2.48,405.81,5.81,414.09,-34.03,0.0,3.0,0
2096,2097,3.84,1.72,24049,24337,289,1,1,410.22,66.2,1.76,12.48,-37.96,-32.48,-35.62,-1.16,0.1,-0.27,0.14,0.74,0.48,-0.09,0.41,0.09,-1.21,408.13,3.49,412.83,-37.57,0.0,2.15,1
2097,2098,5.15,1.92,24053,24341,289,1,1,400.85,46.87,1.49,21.34,-38.41,-30.86,-34.81,-0.73,0.26,-0.27,0.29,0.98,0.65,-0.23,0.27,0.02,3.94,405.2,6.42,407.68,-36.19,0.0,3.57,1
2098,2099,12.33,2.5,24058,24462,405,0,2,408.61,167.48,6.71,-1.0,23.37,27.27,25.29,-0.3,0.14,-0.04,0.1,0.37,0.24,-0.12,0.1,-0.0,-6.37,403.73,7.88,417.98,0.0,26.4,8.0,0
